timestamp,level,user_id,action,status,message
2025-08-25 12:00:45,ERROR,user20,logout,success,logout action success
2025-08-25 12:01:07,DEBUG,user8,click_button,fail,click_button action fail
2025-08-25 12:02:18,WARN,user29,login,fail,login action fail
2025-08-25 12:03:08,DEBUG,user15,view_page,success,view_page action success
2025-08-25 12:04:18,ERROR,user11,login,fail,login action fail
2025-08-25 12:05:04,WARN,user47,view_page,success,view_page action success
2025-08-25 12:06:32,WARN,user17,upload_file,success,upload_file action success
2025-08-25 12:07:53,DEBUG,user11,download_file,success,download_file action success
2025-08-25 12:08:48,INFO,user23,download_file,success,download_file action success
2025-08-25 12:09:07,DEBUG,user49,click_button,success,click_button action success
2025-08-25 12:10:53,WARN,user7,download_file,success,download_file action success
2025-08-25 12:11:59,WARN,user23,upload_file,success,upload_file action success
2025-08-25 12:12:24,ERROR,user19,login,fail,login action fail
2025-08-25 12:13:41,INFO,user34,download_file,success,download_file action success
2025-08-25 12:14:34,WARN,user47,upload_file,fail,upload_file action fail
2025-08-25 12:15:26,DEBUG,user20,logout,fail,logout action fail
2025-08-25 12:16:45,WARN,user16,click_button,fail,click_button action fail
2025-08-25 12:17:52,WARN,user14,view_page,success,view_page action success
2025-08-25 12:18:19,DEBUG,user8,view_page,success,view_page action success
2025-08-25 12:19:10,ERROR,user14,download_file,success,download_file action success
2025-08-25 12:20:59,INFO,user43,upload_file,fail,upload_file action fail
2025-08-25 12:21:39,ERROR,user1,click_button,success,click_button action success
2025-08-25 12:22:29,DEBUG,user39,click_button,success,click_button action success
2025-08-25 12:23:04,ERROR,user23,download_file,success,download_file action success
2025-08-25 12:24:58,DEBUG,user25,login,fail,login action fail
2025-08-25 12:25:49,DEBUG,user20,login,success,login action success
2025-08-25 12:26:39,ERROR,user20,click_button,success,click_button action success
2025-08-25 12:27:52,ERROR,user1,login,success,login action success
2025-08-25 12:28:53,INFO,user45,click_button,fail,click_button action fail
2025-08-25 12:29:44,ERROR,user30,login,success,login action success
2025-08-25 12:30:00,DEBUG,user22,logout,fail,logout action fail
2025-08-25 12:31:09,DEBUG,user48,upload_file,fail,upload_file action fail
2025-08-25 12:32:53,ERROR,user7,logout,fail,logout action fail
2025-08-25 12:33:16,WARN,user20,click_button,success,click_button action success
2025-08-25 12:34:00,WARN,user9,logout,success,logout action success
2025-08-25 12:35:00,DEBUG,user48,click_button,success,click_button action success
2025-08-25 12:36:45,WARN,user14,download_file,fail,download_file action fail
2025-08-25 12:37:17,WARN,user32,login,success,login action success
2025-08-25 12:38:54,WARN,user47,logout,success,logout action success
2025-08-25 12:39:45,INFO,user7,logout,success,logout action success
2025-08-25 12:40:30,WARN,user18,upload_file,fail,upload_file action fail
2025-08-25 12:41:32,INFO,user47,view_page,success,view_page action success
2025-08-25 12:42:25,INFO,user10,logout,fail,logout action fail
2025-08-25 12:43:31,WARN,user21,upload_file,success,upload_file action success
2025-08-25 12:44:09,WARN,user44,view_page,success,view_page action success
2025-08-25 12:45:41,DEBUG,user23,login,fail,login action fail
2025-08-25 12:46:45,INFO,user33,logout,success,logout action success
2025-08-25 12:47:55,DEBUG,user38,click_button,fail,click_button action fail
2025-08-25 12:48:33,ERROR,user26,login,fail,login action fail
2025-08-25 12:49:12,INFO,user48,click_button,success,click_button action success
2025-08-25 12:50:38,ERROR,user9,upload_file,fail,upload_file action fail
2025-08-25 12:51:18,ERROR,user38,login,fail,login action fail
2025-08-25 12:52:25,ERROR,user1,download_file,fail,download_file action fail
2025-08-25 12:53:30,ERROR,user11,upload_file,fail,upload_file action fail
2025-08-25 12:54:16,ERROR,user23,upload_file,success,upload_file action success
2025-08-25 12:55:24,WARN,user13,logout,success,logout action success
2025-08-25 12:56:26,DEBUG,user33,click_button,fail,click_button action fail
2025-08-25 12:57:42,DEBUG,user42,view_page,success,view_page action success
2025-08-25 12:58:42,WARN,user29,view_page,success,view_page action success
2025-08-25 12:59:20,INFO,user14,login,fail,login action fail
2025-08-25 12:00:34,INFO,user24,download_file,fail,download_file action fail
2025-08-25 12:01:00,INFO,user36,logout,success,logout action success
2025-08-25 12:02:55,WARN,user14,download_file,fail,download_file action fail
2025-08-25 12:03:35,DEBUG,user20,download_file,fail,download_file action fail
2025-08-25 12:04:42,WARN,user18,view_page,fail,view_page action fail
2025-08-25 12:05:25,DEBUG,user7,click_button,fail,click_button action fail
2025-08-25 12:06:55,INFO,user29,view_page,success,view_page action success
2025-08-25 12:07:01,DEBUG,user14,download_file,success,download_file action success
2025-08-25 12:08:40,DEBUG,user42,upload_file,success,upload_file action success
2025-08-25 12:09:25,WARN,user43,upload_file,success,upload_file action success
2025-08-25 12:10:52,DEBUG,user46,view_page,fail,view_page action fail
2025-08-25 12:11:14,WARN,user10,upload_file,fail,upload_file action fail
2025-08-25 12:12:38,INFO,user18,upload_file,fail,upload_file action fail
2025-08-25 12:13:28,DEBUG,user3,view_page,fail,view_page action fail
2025-08-25 12:14:29,WARN,user8,view_page,fail,view_page action fail
2025-08-25 12:15:47,DEBUG,user39,view_page,success,view_page action success
2025-08-25 12:16:28,WARN,user25,logout,success,logout action success
2025-08-25 12:17:43,DEBUG,user46,download_file,success,download_file action success
2025-08-25 12:18:46,DEBUG,user31,click_button,success,click_button action success
2025-08-25 12:19:44,DEBUG,user44,view_page,success,view_page action success
2025-08-25 12:20:15,DEBUG,user30,download_file,success,download_file action success
2025-08-25 12:21:39,INFO,user49,view_page,fail,view_page action fail
2025-08-25 12:22:36,DEBUG,user27,download_file,fail,download_file action fail
2025-08-25 12:23:34,WARN,user13,login,fail,login action fail
2025-08-25 12:24:17,INFO,user18,login,success,login action success
2025-08-25 12:25:09,WARN,user27,logout,fail,logout action fail
2025-08-25 12:26:41,WARN,user19,view_page,success,view_page action success
2025-08-25 12:27:46,ERROR,user36,login,success,login action success
2025-08-25 12:28:39,DEBUG,user8,click_button,success,click_button action success
2025-08-25 12:29:20,WARN,user5,view_page,fail,view_page action fail
2025-08-25 12:30:10,WARN,user47,login,fail,login action fail
2025-08-25 12:31:10,INFO,user39,click_button,success,click_button action success
2025-08-25 12:32:42,ERROR,user34,view_page,success,view_page action success
2025-08-25 12:33:42,DEBUG,user25,upload_file,success,upload_file action success
2025-08-25 12:34:00,INFO,user37,download_file,fail,download_file action fail
2025-08-25 12:35:52,ERROR,user10,click_button,success,click_button action success
2025-08-25 12:36:30,WARN,user45,upload_file,fail,upload_file action fail
2025-08-25 12:37:53,ERROR,user20,download_file,success,download_file action success
2025-08-25 12:38:46,ERROR,user24,logout,success,logout action success
2025-08-25 12:39:00,ERROR,user13,view_page,fail,view_page action fail
2025-08-25 12:40:45,ERROR,user27,view_page,fail,view_page action fail
2025-08-25 12:41:48,WARN,user12,view_page,success,view_page action success
2025-08-25 12:42:17,INFO,user27,upload_file,success,upload_file action success
2025-08-25 12:43:39,INFO,user45,click_button,fail,click_button action fail
2025-08-25 12:44:10,INFO,user7,view_page,success,view_page action success
2025-08-25 12:45:15,DEBUG,user17,click_button,fail,click_button action fail
2025-08-25 12:46:16,ERROR,user9,logout,success,logout action success
2025-08-25 12:47:31,INFO,user29,click_button,success,click_button action success
2025-08-25 12:48:03,DEBUG,user8,login,success,login action success
2025-08-25 12:49:14,WARN,user40,logout,fail,logout action fail
2025-08-25 12:50:21,DEBUG,user1,view_page,fail,view_page action fail
2025-08-25 12:51:10,INFO,user35,click_button,success,click_button action success
2025-08-25 12:52:31,DEBUG,user25,click_button,fail,click_button action fail
2025-08-25 12:53:06,INFO,user6,upload_file,fail,upload_file action fail
2025-08-25 12:54:45,INFO,user47,upload_file,fail,upload_file action fail
2025-08-25 12:55:36,ERROR,user24,logout,success,logout action success
2025-08-25 12:56:29,WARN,user41,download_file,fail,download_file action fail
2025-08-25 12:57:36,DEBUG,user9,click_button,fail,click_button action fail
2025-08-25 12:58:19,DEBUG,user35,view_page,success,view_page action success
2025-08-25 12:59:41,DEBUG,user45,login,fail,login action fail
2025-08-25 12:00:14,INFO,user1,click_button,fail,click_button action fail
2025-08-25 12:01:41,ERROR,user48,login,fail,login action fail
2025-08-25 12:02:20,INFO,user36,download_file,success,download_file action success
2025-08-25 12:03:49,DEBUG,user49,login,success,login action success
2025-08-25 12:04:17,DEBUG,user21,view_page,fail,view_page action fail
2025-08-25 12:05:12,WARN,user16,login,success,login action success
2025-08-25 12:06:38,WARN,user16,download_file,fail,download_file action fail
2025-08-25 12:07:57,ERROR,user36,click_button,success,click_button action success
2025-08-25 12:08:08,ERROR,user18,download_file,success,download_file action success
2025-08-25 12:09:09,DEBUG,user16,download_file,fail,download_file action fail
2025-08-25 12:10:16,INFO,user25,upload_file,success,upload_file action success
2025-08-25 12:11:18,ERROR,user15,click_button,success,click_button action success
2025-08-25 12:12:35,INFO,user23,download_file,fail,download_file action fail
2025-08-25 12:13:45,DEBUG,user18,click_button,fail,click_button action fail
2025-08-25 12:14:19,DEBUG,user45,logout,success,logout action success
2025-08-25 12:15:24,DEBUG,user1,download_file,fail,download_file action fail
2025-08-25 12:16:05,WARN,user5,click_button,success,click_button action success
2025-08-25 12:17:29,WARN,user44,login,success,login action success
2025-08-25 12:18:12,ERROR,user19,download_file,success,download_file action success
2025-08-25 12:19:08,DEBUG,user15,view_page,fail,view_page action fail
2025-08-25 12:20:19,WARN,user26,click_button,success,click_button action success
2025-08-25 12:21:10,ERROR,user47,login,success,login action success
2025-08-25 12:22:44,WARN,user40,click_button,fail,click_button action fail
2025-08-25 12:23:08,ERROR,user30,logout,fail,logout action fail
2025-08-25 12:24:11,ERROR,user48,upload_file,success,upload_file action success
2025-08-25 12:25:19,DEBUG,user34,click_button,fail,click_button action fail
2025-08-25 12:26:28,WARN,user24,view_page,fail,view_page action fail
2025-08-25 12:27:51,INFO,user10,logout,fail,logout action fail
2025-08-25 12:28:13,INFO,user23,view_page,fail,view_page action fail
2025-08-25 12:29:35,INFO,user39,logout,fail,logout action fail
2025-08-25 12:30:19,WARN,user40,download_file,fail,download_file action fail
2025-08-25 12:31:04,WARN,user4,logout,success,logout action success
2025-08-25 12:32:57,ERROR,user49,click_button,success,click_button action success
2025-08-25 12:33:56,INFO,user8,logout,success,logout action success
2025-08-25 12:34:49,WARN,user28,login,success,login action success
2025-08-25 12:35:07,INFO,user19,logout,success,logout action success
2025-08-25 12:36:21,DEBUG,user19,login,fail,login action fail
2025-08-25 12:37:07,WARN,user17,logout,success,logout action success
2025-08-25 12:38:40,INFO,user39,download_file,success,download_file action success
2025-08-25 12:39:42,INFO,user9,click_button,fail,click_button action fail
2025-08-25 12:40:30,WARN,user48,logout,success,logout action success
2025-08-25 12:41:11,WARN,user2,upload_file,success,upload_file action success
2025-08-25 12:42:20,WARN,user43,upload_file,fail,upload_file action fail
2025-08-25 12:43:32,ERROR,user49,login,fail,login action fail
2025-08-25 12:44:13,DEBUG,user46,click_button,success,click_button action success
2025-08-25 12:45:36,INFO,user19,view_page,fail,view_page action fail
2025-08-25 12:46:14,ERROR,user6,logout,success,logout action success
2025-08-25 12:47:15,WARN,user46,click_button,fail,click_button action fail
2025-08-25 12:48:01,INFO,user16,upload_file,fail,upload_file action fail
2025-08-25 12:49:37,DEBUG,user42,logout,fail,logout action fail
2025-08-25 12:50:54,DEBUG,user23,view_page,success,view_page action success
2025-08-25 12:51:55,INFO,user9,view_page,fail,view_page action fail
2025-08-25 12:52:44,DEBUG,user30,click_button,success,click_button action success
2025-08-25 12:53:57,ERROR,user30,click_button,success,click_button action success
2025-08-25 12:54:35,DEBUG,user22,click_button,success,click_button action success
2025-08-25 12:55:04,INFO,user11,upload_file,success,upload_file action success
2025-08-25 12:56:56,INFO,user45,click_button,fail,click_button action fail
2025-08-25 12:57:47,ERROR,user20,download_file,fail,download_file action fail
2025-08-25 12:58:08,DEBUG,user43,view_page,success,view_page action success
2025-08-25 12:59:52,ERROR,user29,click_button,fail,click_button action fail
2025-08-25 12:00:35,ERROR,user39,view_page,success,view_page action success
2025-08-25 12:01:12,WARN,user46,upload_file,success,upload_file action success
2025-08-25 12:02:20,ERROR,user18,view_page,success,view_page action success
2025-08-25 12:03:48,INFO,user33,view_page,fail,view_page action fail
2025-08-25 12:04:13,WARN,user40,login,success,login action success
2025-08-25 12:05:24,DEBUG,user36,login,fail,login action fail
2025-08-25 12:06:33,DEBUG,user37,logout,success,logout action success
2025-08-25 12:07:01,WARN,user40,login,fail,login action fail
2025-08-25 12:08:03,DEBUG,user8,view_page,fail,view_page action fail
2025-08-25 12:09:59,INFO,user5,login,success,login action success
2025-08-25 12:10:21,ERROR,user27,view_page,success,view_page action success
2025-08-25 12:11:07,INFO,user49,logout,success,logout action success
2025-08-25 12:12:59,WARN,user32,logout,success,logout action success
2025-08-25 12:13:36,WARN,user4,upload_file,success,upload_file action success
2025-08-25 12:14:03,ERROR,user7,click_button,success,click_button action success
2025-08-25 12:15:17,INFO,user21,download_file,success,download_file action success
2025-08-25 12:16:07,ERROR,user35,upload_file,success,upload_file action success
2025-08-25 12:17:51,WARN,user46,view_page,success,view_page action success
2025-08-25 12:18:08,WARN,user16,upload_file,fail,upload_file action fail
2025-08-25 12:19:30,ERROR,user2,download_file,success,download_file action success
2025-08-25 12:20:02,DEBUG,user45,upload_file,fail,upload_file action fail
2025-08-25 12:21:15,INFO,user7,download_file,success,download_file action success
2025-08-25 12:22:53,WARN,user41,view_page,success,view_page action success
2025-08-25 12:23:06,ERROR,user27,view_page,fail,view_page action fail
2025-08-25 12:24:40,INFO,user43,upload_file,success,upload_file action success
2025-08-25 12:25:05,WARN,user44,logout,fail,logout action fail
2025-08-25 12:26:48,DEBUG,user43,click_button,fail,click_button action fail
2025-08-25 12:27:51,DEBUG,user18,upload_file,fail,upload_file action fail
2025-08-25 12:28:02,ERROR,user48,download_file,success,download_file action success
2025-08-25 12:29:15,WARN,user22,click_button,success,click_button action success
2025-08-25 12:30:09,ERROR,user9,download_file,success,download_file action success
2025-08-25 12:31:32,INFO,user39,logout,fail,logout action fail
2025-08-25 12:32:06,WARN,user39,upload_file,fail,upload_file action fail
2025-08-25 12:33:34,ERROR,user25,login,fail,login action fail
2025-08-25 12:34:32,WARN,user34,view_page,success,view_page action success
2025-08-25 12:35:14,ERROR,user24,download_file,success,download_file action success
2025-08-25 12:36:57,WARN,user9,login,fail,login action fail
2025-08-25 12:37:44,INFO,user35,click_button,fail,click_button action fail
2025-08-25 12:38:58,ERROR,user38,login,success,login action success
2025-08-25 12:39:30,INFO,user20,download_file,fail,download_file action fail
2025-08-25 12:40:18,INFO,user48,download_file,success,download_file action success
2025-08-25 12:41:41,DEBUG,user30,upload_file,fail,upload_file action fail
2025-08-25 12:42:10,WARN,user18,upload_file,success,upload_file action success
2025-08-25 12:43:42,INFO,user18,download_file,success,download_file action success
2025-08-25 12:44:22,WARN,user9,upload_file,success,upload_file action success
2025-08-25 12:45:47,WARN,user28,login,fail,login action fail
2025-08-25 12:46:56,DEBUG,user11,logout,fail,logout action fail
2025-08-25 12:47:26,WARN,user3,view_page,fail,view_page action fail
2025-08-25 12:48:19,INFO,user13,upload_file,success,upload_file action success
2025-08-25 12:49:30,ERROR,user16,view_page,success,view_page action success
2025-08-25 12:50:50,WARN,user43,login,fail,login action fail
2025-08-25 12:51:33,DEBUG,user21,upload_file,fail,upload_file action fail
2025-08-25 12:52:49,ERROR,user18,view_page,fail,view_page action fail
2025-08-25 12:53:21,INFO,user23,upload_file,success,upload_file action success
2025-08-25 12:54:37,INFO,user9,login,success,login action success
2025-08-25 12:55:03,DEBUG,user15,download_file,success,download_file action success
2025-08-25 12:56:24,INFO,user14,logout,fail,logout action fail
2025-08-25 12:57:57,ERROR,user32,view_page,fail,view_page action fail
2025-08-25 12:58:51,WARN,user36,click_button,success,click_button action success
2025-08-25 12:59:30,WARN,user43,logout,fail,logout action fail
2025-08-25 12:00:45,INFO,user20,login,fail,login action fail
2025-08-25 12:01:25,WARN,user5,logout,success,logout action success
2025-08-25 12:02:05,WARN,user35,login,success,login action success
2025-08-25 12:03:42,ERROR,user38,login,success,login action success
2025-08-25 12:04:42,ERROR,user15,view_page,fail,view_page action fail
2025-08-25 12:05:21,DEBUG,user34,logout,fail,logout action fail
2025-08-25 12:06:06,DEBUG,user39,view_page,success,view_page action success
2025-08-25 12:07:48,ERROR,user11,login,fail,login action fail
2025-08-25 12:08:59,ERROR,user3,download_file,success,download_file action success
2025-08-25 12:09:51,INFO,user8,logout,success,logout action success
2025-08-25 12:10:47,ERROR,user31,view_page,success,view_page action success
2025-08-25 12:11:23,DEBUG,user14,upload_file,success,upload_file action success
2025-08-25 12:12:35,DEBUG,user48,logout,success,logout action success
2025-08-25 12:13:31,INFO,user32,upload_file,success,upload_file action success
2025-08-25 12:14:07,DEBUG,user4,logout,fail,logout action fail
2025-08-25 12:15:11,ERROR,user24,upload_file,fail,upload_file action fail
2025-08-25 12:16:54,DEBUG,user50,logout,success,logout action success
2025-08-25 12:17:30,ERROR,user10,click_button,fail,click_button action fail
2025-08-25 12:18:41,DEBUG,user18,logout,fail,logout action fail
2025-08-25 12:19:53,INFO,user26,click_button,success,click_button action success
2025-08-25 12:20:52,ERROR,user47,download_file,fail,download_file action fail
2025-08-25 12:21:15,INFO,user41,download_file,success,download_file action success
2025-08-25 12:22:48,ERROR,user7,view_page,fail,view_page action fail
2025-08-25 12:23:24,DEBUG,user11,download_file,fail,download_file action fail
2025-08-25 12:24:55,INFO,user1,view_page,fail,view_page action fail
2025-08-25 12:25:15,ERROR,user39,upload_file,success,upload_file action success
2025-08-25 12:26:46,ERROR,user34,click_button,fail,click_button action fail
2025-08-25 12:27:40,ERROR,user22,view_page,fail,view_page action fail
2025-08-25 12:28:39,INFO,user45,logout,fail,logout action fail
2025-08-25 12:29:29,ERROR,user4,upload_file,fail,upload_file action fail
2025-08-25 12:30:46,WARN,user21,download_file,fail,download_file action fail
2025-08-25 12:31:40,DEBUG,user15,download_file,success,download_file action success
2025-08-25 12:32:11,ERROR,user26,download_file,fail,download_file action fail
2025-08-25 12:33:03,WARN,user44,login,success,login action success
2025-08-25 12:34:35,DEBUG,user36,logout,success,logout action success
2025-08-25 12:35:28,DEBUG,user16,upload_file,success,upload_file action success
2025-08-25 12:36:25,INFO,user15,download_file,success,download_file action success
2025-08-25 12:37:50,DEBUG,user37,view_page,success,view_page action success
2025-08-25 12:38:43,WARN,user38,download_file,fail,download_file action fail
2025-08-25 12:39:00,ERROR,user18,upload_file,success,upload_file action success
2025-08-25 12:40:03,ERROR,user41,download_file,fail,download_file action fail
2025-08-25 12:41:29,DEBUG,user13,login,fail,login action fail
2025-08-25 12:42:17,INFO,user23,click_button,fail,click_button action fail
2025-08-25 12:43:57,WARN,user32,login,success,login action success
2025-08-25 12:44:36,INFO,user48,upload_file,success,upload_file action success
2025-08-25 12:45:56,INFO,user20,upload_file,fail,upload_file action fail
2025-08-25 12:46:17,ERROR,user9,click_button,fail,click_button action fail
2025-08-25 12:47:04,INFO,user34,logout,success,logout action success
2025-08-25 12:48:06,INFO,user29,logout,fail,logout action fail
2025-08-25 12:49:15,INFO,user25,upload_file,fail,upload_file action fail
2025-08-25 12:50:29,INFO,user15,view_page,fail,view_page action fail
2025-08-25 12:51:30,DEBUG,user3,login,fail,login action fail
2025-08-25 12:52:31,ERROR,user10,download_file,fail,download_file action fail
2025-08-25 12:53:26,ERROR,user24,view_page,fail,view_page action fail
2025-08-25 12:54:12,ERROR,user32,click_button,fail,click_button action fail
2025-08-25 12:55:49,DEBUG,user6,download_file,fail,download_file action fail
2025-08-25 12:56:21,INFO,user41,download_file,success,download_file action success
2025-08-25 12:57:21,WARN,user29,view_page,success,view_page action success
2025-08-25 12:58:22,INFO,user6,login,fail,login action fail
